x,y,Width,Height,Var,ContrastMichelson,Entropy,IsSplit
1120,144,8,8,7089.37,0.524229,5.13266,1
1128,144,8,8,5843.31,0.540436,5.37086,1
1072,148,16,4,37374.2,0.581532,5.17157,1
1024,152,8,4,1520.39,0.161836,4.17923,1
1040,152,4,8,2394.51,0.259669,4.26532,1
1044,152,4,8,29095.4,0.560729,4.72641,1
1064,152,8,8,12800.8,0.530133,5.15977,1
1072,152,8,8,14320.9,0.556039,5.39445,1
1096,152,8,8,5838.61,0.529954,5.20282,1
1120,152,16,4,13123.4,0.581655,5.52711,1
1136,152,8,8,2639.46,0.374801,4.86673,1
1120,156,16,4,18098.7,0.616352,5.4257,1
1036,160,4,8,1747.44,0.283308,4.47641,1
1048,160,8,8,1063.75,0.299525,4.35312,1
1056,160,16,4,29860.9,0.668825,5.32782,1
1072,160,4,16,6089.99,0.478134,5.09571,1
1056,164,16,4,7741.59,0.484561,5.43336,1
1144,164,8,4,22396,0.586698,4.78891,1
1036,168,4,8,1968.58,0.26087,4.41391,1
1136,168,8,4,5160.48,0.408696,4.47641,1
1144,168,4,8,5531.71,0.364486,4.60141,1
1148,168,4,8,2633.03,0.19295,4.5625,1
1040,176,8,8,2381.09,0.282322,5.00352,1
1048,176,8,8,16598.1,0.565308,5.37086,1
1064,176,8,8,2910.25,0.353033,4.83392,1
1024,180,8,8,2726.31,0.30618,4.95827,1
1040,184,16,4,10951.5,0.527778,5.41391,1
1088,184,16,4,11803.8,0.425461,5.35141,1
1136,184,4,8,2322.61,0.301273,4.60141,1
1120,188,16,4,4806.78,0.466667,5.22227,1
1028,192,4,16,11957.8,0.446541,5.08961,1
1068,192,4,16,10834.8,0.395122,5.42001,1
1104,192,8,8,9222.62,0.414838,5.32626,1
1120,192,8,8,10873.4,0.581776,5.33805,1
1112,196,8,8,5333.55,0.458704,5.25196,1
1104,200,8,8,8162.09,0.515152,5.08805,1
1096,204,8,4,895.851,0.205696,4.26532,1
1024,208,16,4,15556.7,0.496545,5.28321,1
1088,208,8,8,12310.4,0.456907,5.14032,1
1128,208,8,8,15574.6,0.557478,5.30836,1
1144,208,4,16,9378.58,0.525114,5.27711,1
1104,212,16,4,7185.23,0.460317,5.07782,1
1024,216,8,8,2841.37,0.420664,5.08548,1
1040,216,8,8,13288.4,0.578145,5.46461,1
1048,216,8,8,8940.93,0.514253,5.44516,1
1072,216,8,8,29218.1,0.732777,5.625,1
1080,216,8,8,4116.54,0.516216,5.14032,1
1104,216,8,8,6385.96,0.453145,5.1499,1
1112,216,8,8,11912.9,0.556691,5.38266,1
1076,224,4,16,11172.3,0.488525,5.28165,1
1104,224,4,16,14082.9,0.635251,5.5507,1
1128,224,8,4,11496.6,0.52614,4.51532,1
1136,224,4,16,6343.36,0.519463,5.23407,1
1140,224,4,16,19108.4,0.753059,5.63266,1
1148,224,4,16,13757.2,0.57243,5.3632,1
1088,232,16,4,15576.1,0.643777,5.47227,1
1088,236,16,4,17549.9,0.483871,5.41391,1
1112,236,8,4,4223.12,0.253876,4.51532,1
1076,240,4,8,11474.3,0.446541,4.8125,1
1112,240,8,8,7227.81,0.311808,5.35141,1
1120,240,4,16,5670.69,0.351816,5.19868,1
1124,240,4,16,12160,0.392826,5.46875,1
1140,248,8,8,18526,0.643777,5.53891,1
1120,128,8,16,40812,0.675263,6.14816,1
1128,128,8,16,7300.25,0.54181,5.48163,1
1144,128,8,16,7092.26,0.494311,5.82673,1
1024,136,8,8,11545.5,0.566419,5.08961,1
1032,136,8,8,39670.2,0.669125,4.42288,1
1104,136,16,8,21411.8,0.519798,5.31152,1
1032,144,8,8,20696.8,0.661795,5.20282,1
1040,144,8,8,23952.4,0.574426,3.94411,1
1064,144,8,16,45787.5,0.548134,5.26154,1
1072,144,16,8,40954.1,0.581532,5.35918,1
1088,144,8,16,23455.9,0.672065,5.64584,1
1096,144,8,16,10529.1,0.680585,5.72936,1
1104,144,8,16,8110.72,0.566402,5.80236,1
1112,144,8,8,8788.51,0.542228,5.25196,1
1120,144,16,8,6478.48,0.574803,5.70892,1
1136,144,8,16,6092.99,0.517665,5.8631,1
1024,152,8,8,1908.47,0.265306,4.71048,1
1040,152,8,8,18085.1,0.560729,5.08392,1
1048,152,8,8,32740.6,0.553398,4.56446,1
1072,152,16,8,9776.94,0.688312,5.68072,1
1112,152,8,8,8440.14,0.560051,5.38266,1
1120,152,16,8,15625,0.616352,5.99763,1
1036,160,4,16,2097.3,0.283308,4.97993,1
1040,160,8,16,3543.68,0.381018,5.49803,1
1048,160,8,16,8267.62,0.577586,5.42691,1
1056,160,16,8,20218.1,0.668825,5.96275,1
1072,160,8,16,4226.19,0.478134,5.34911,1
1144,160,8,8,16121.5,0.601918,5.22837,1
1056,168,16,8,19334.3,0.61215,6.07114,1
1136,168,8,8,6651,0.497537,5.03477,1
1144,168,8,8,13107.4,0.459705,5.51945,1
1040,176,16,8,13860,0.565308,5.86466,1
1056,176,16,8,13056.2,0.545355,5.77525,1
1088,176,16,8,27035.8,0.658071,6.05345,1
1104,176,16,8,15758.9,0.666993,5.9656,1
1120,176,16,8,14864.6,0.671444,6.02427,1
1024,180,16,8,3225.04,0.420561,5.38294,1
1040,184,16,8,17446.2,0.661844,6.12185,1
1080,184,8,8,9862.98,0.412976,5.43336,1
1088,184,16,8,9256.29,0.427857,5.74095,1
1104,184,16,8,19922.1,0.55,6.15594,1
1120,184,16,8,4836.54,0.47013,5.58666,1
1136,184,8,8,8860.36,0.452328,5.38266,1
1024,188,16,4,5903.03,0.45614,4.78477,1
1024,192,8,16,11725.1,0.495702,5.5326,1
1064,192,8,16,13439.3,0.476923,5.97837,1
1104,192,8,16,9912.44,0.5439,5.7534,1
1112,192,8,16,8198.99,0.588406,5.5036,1
1120,192,16,8,9282.54,0.581776,5.7503,1
1088,200,8,8,16853.4,0.514735,5.39445,1
1096,200,8,8,2069.92,0.344648,4.61713,1
1120,200,16,8,12191.4,0.549398,5.9881,1
1136,200,16,8,9698.99,0.568966,5.79647,1
1024,208,16,8,12966.9,0.508458,5.84047,1
1040,208,16,8,4414.47,0.484197,5.39838,1
1060,208,8,16,15851.7,0.590129,6.13364,1
1068,208,4,16,20111.5,0.574468,5.55836,1
1072,208,16,8,21709,0.646594,6.1813,1
1088,208,8,16,7609.38,0.456907,5.36791,1
1104,208,16,8,4974.24,0.460317,5.14871,1
1128,208,8,16,11327.4,0.557478,5.83263,1
1136,208,8,16,3835.57,0.514286,5.42165,1
1144,208,8,16,22982.7,0.615171,6.02427,1
1024,216,16,8,6945.79,0.580214,5.62459,1
1040,216,16,8,11615.3,0.6,6.03654,1
1072,216,16,8,24344.1,0.732777,6.13649,1
1104,216,16,8,10312.4,0.563077,5.91106,1
1032,224,16,8,4940.92,0.483041,5.49201,1
1048,224,8,16,11349.6,0.534994,5.9479,1
1056,224,4,16,11023.5,0.581776,5.23407,1
1068,224,4,16,18223.5,0.652,5.44516,1
1072,224,8,16,12631,0.516704,5.92273,1
1080,224,8,16,7973.28,0.617458,5.71177,1
1088,224,16,8,7250.34,0.582447,5.74271,1
1104,224,8,16,14981.2,0.640964,6.08548,1
1112,224,8,16,9608.59,0.47906,5.93719,1
1120,224,16,4,28564.5,0.612022,5.38266,1
1136,224,8,16,13250.9,0.753059,5.97149,1
1144,224,8,16,9957.7,0.57243,5.93072,1
1120,228,16,8,9826.86,0.585921,5.84158,1
1032,232,16,16,2955.27,0.418033,5.48834,1
1088,232,16,8,20703.1,0.658084,6.16567,1
1024,240,8,16,2271.63,0.4375,5.19869,1
1048,240,8,16,13038.4,0.556537,5.82724,1
1056,240,16,4,24573.5,0.572212,5.44516,1
1072,240,8,8,14774.8,0.521499,5.39798,1
1080,240,8,8,16209.9,0.504442,5.4882,1
1088,240,16,16,19864,0.64884,6.47395,1
1112,240,8,16,8478.16,0.373679,5.90791,1
1120,240,8,16,8990.84,0.402643,5.85337,1
1140,240,8,16,14951,0.643777,6.02064,1
1056,244,16,8,36625.6,0.638663,6.08372,1
1024,128,16,16,38202.6,0.669125,5.108,1
1088,128,16,16,10185.4,0.668,4.65826,1
1104,128,16,16,11404.4,0.519798,5.06313,1
1120,128,16,16,29597,0.675263,6.36661,1
1136,128,16,16,9312.88,0.58871,6.21775,1
1024,144,16,16,7911.56,0.661795,5.7089,1
1040,144,16,16,37461.1,0.579467,5.17175,1
1056,144,16,16,35455.3,0.562738,5.13141,1
1072,144,16,16,42493.8,0.71825,6.16013,1
1088,144,16,16,17063.4,0.687436,6.02152,1
1112,144,8,16,8797.85,0.567164,5.8572,1
1120,144,16,16,11065.3,0.652733,6.27361,1
1136,144,16,16,6268.88,0.52352,6.03616,1
1024,160,16,16,3557.9,0.381018,5.71644,1
1040,160,16,16,6704.38,0.577586,5.88622,1
1056,160,16,16,20126.9,0.689139,6.44908,1
1072,160,16,16,3592.55,0.497784,5.47541,1
1120,160,16,16,9354.55,0.677262,5.98688,1
1136,160,16,16,13929.9,0.601918,6.09928,1
1024,176,16,16,5139.66,0.673387,5.75319,1
1040,176,16,16,15908,0.661844,6.42384,1
1056,176,16,16,10410.8,0.604994,6.15948,1
1072,176,16,16,16664.6,0.658324,6.24497,1
1088,176,16,16,28762.3,0.658071,6.61407,1
1104,176,16,16,19638.4,0.666993,6.56745,1
1120,176,16,16,10812.8,0.671444,6.2023,1
1136,176,16,16,13926.1,0.582668,6.47178,1
1024,192,16,16,13877.4,0.553571,6.18713,1
1040,192,16,16,12389,0.555297,6.37124,1
1056,192,16,16,10622.2,0.476923,6.15989,1
1072,192,16,16,23875.8,0.60071,6.63751,1
1088,192,16,16,27236.3,0.570061,6.48876,1
1104,192,16,16,9197.75,0.608611,5.96047,1
1120,192,16,16,11684.5,0.581776,6.2494,1
1136,192,16,16,10270.6,0.614191,6.16161,1
1024,208,16,16,12331.4,0.656831,6.18368,1
1040,208,16,16,10081.2,0.6,6.20362,1
1056,208,16,16,17413.7,0.660488,6.50312,1
1072,208,16,16,25134.3,0.733888,6.66199,1
1088,208,16,16,5273.7,0.503045,5.6211,1
1104,208,16,16,8029.05,0.563077,5.89764,1
1120,208,16,16,22205.7,0.640562,6.54377,1
1136,208,16,16,17461.2,0.701754,6.17152,1
1024,224,8,32,2380.98,0.4375,5.39691,1
1032,224,16,32,3530.62,0.513126,5.68783,1
1048,224,8,32,12238.8,0.636026,6.23237,1
1056,224,16,16,22731.7,0.653386,6.66543,1
1072,224,16,16,12251.2,0.640964,6.18632,1
1088,224,16,16,23445.7,0.673597,6.6324,1
1104,224,16,16,13965.3,0.658648,6.45051,1
1120,224,16,16,14675.5,0.631336,6.37604,1
1136,224,16,16,11635.6,0.753059,6.23387,1
1056,240,16,16,33326.2,0.638663,6.56944,1
1072,240,16,16,17023.3,0.556691,6.47467,1
1104,240,16,16,11726,0.536082,6.30058,1
1120,240,16,16,10037.8,0.545631,6.2436,1
1136,240,16,16,12469.1,0.643777,6.29203,1
1024,128,32,32,34929.6,0.671891,5.61903,1
1056,128,32,32,31394.2,0.72327,5.34013,1
1120,128,32,32,16099,0.702913,6.59697,1
1104,144,16,16,8631.3,0.597222,6.1581,1
1024,160,32,32,8577.8,0.700278,6.24245,1
1056,160,32,32,14961.2,0.703494,6.56222,1
1088,160,32,32,29531.7,0.742972,7.04897,1
1120,160,32,32,15285.9,0.703371,6.69781,1
1024,192,32,32,13230.5,0.665957,6.62438,1
1056,192,32,32,20693.8,0.751456,6.9478,1
1088,192,32,32,17307.7,0.637024,6.50659,1
1120,192,32,32,15749.5,0.701754,6.7146,1
1024,224,32,32,7840.73,0.689358,6.20972,1
1056,224,32,32,27764.1,0.717803,7.08967,1
1088,224,32,32,19569.2,0.691511,6.93817,1
1120,224,32,32,14658,0.777108,6.74418,1
1088,128,32,32,44997.9,0.709953,6.67782,1
1156,128,8,4,2838.96,0.321534,4.35141,0
1208,128,4,4,1948.4,0.335753,3.625,0
1220,128,4,4,6919.28,0.393759,3.875,0
1252,128,4,8,53291,0.593128,4.8125,0
1156,132,8,4,2711.3,0.297935,4.4375,0
1208,132,4,4,4838.23,0.371681,4,0
1220,132,4,8,4466.42,0.30566,4.28891,0
1272,132,4,8,24529.7,0.474617,4.28891,0
1276,132,4,8,95.2461,0.0292264,2.84002,0
1152,136,8,4,2909.75,0.295559,4.4375,0
1168,136,4,8,8705.78,0.482711,4.64032,0
1172,136,4,8,7038.3,0.461972,4.66391,0
1184,136,4,4,24572.6,0.609603,4,0
1188,136,8,4,5391.25,0.465438,4.75,0
1200,136,4,4,1256.23,0.214521,3.57782,0
1204,136,4,4,987.559,0.190661,3.75,0
1236,136,4,8,8338.15,0.560051,4.47641,0
1240,136,4,8,9435.28,0.49505,4.41391,0
1244,136,4,4,4570.11,0.361502,3.75,0
1252,136,4,8,3323.28,0.393053,4.42923,0
1152,140,8,4,8748.16,0.534884,4.53891,0
1184,140,4,4,2756.06,0.405738,3.75,0
1188,140,8,4,1576.78,0.271845,4.51532,0
1200,140,4,4,2867.15,0.331148,3.875,0
1204,140,4,4,2380.62,0.327465,3.875,0
1220,140,4,4,3080.56,0.342593,3.45282,0
1244,140,4,4,1865.65,0.291089,3.70282,0
1168,144,4,8,16227.2,0.499412,4.75,0
1184,144,8,4,2321.44,0.411765,4.36673,0
1192,144,8,4,999.984,0.222591,3.80111,0
1232,144,4,8,2889.87,0.353796,4.53891,0
1236,144,4,8,5293.12,0.395172,4.75,0
1256,144,4,8,2686.48,0.316271,4.4375,0
1260,144,4,8,2027.81,0.345521,4.5,0
1164,152,4,4,14694.4,0.484561,3.875,0
1168,152,4,8,3765.77,0.294633,4.51532,0
1232,152,4,8,3905.68,0.321875,4.32782,0
1236,152,4,8,756.577,0.163807,4.10141,0
1256,152,4,8,4856.87,0.396092,4.47641,0
1260,152,4,8,3319.65,0.374517,4.57782,0
1164,156,4,4,2348.59,0.238938,3.57782,0
1164,160,4,4,2808.18,0.289209,3.75,0
1260,160,4,4,1271.11,0.239024,3.25,0
1164,164,4,4,2002.65,0.248322,3.625,0
1260,164,4,4,432.215,0.118252,3.20282,0
1264,164,8,4,3811.62,0.381818,4.32782,0
1272,164,8,4,3119.59,0.353407,4.22641,0
1160,176,4,4,13006.2,0.270084,4,0
1164,176,4,4,15524.9,0.36308,3.875,0
1172,176,4,8,15019,0.510721,4.66391,0
1160,180,4,4,4998.18,0.244963,3.625,0
1164,180,4,4,1207.68,0.187879,3.57782,0
1172,184,4,8,6243.41,0.316052,4.47641,0
1164,192,4,4,601.438,0.103529,3.57782,0
1192,192,4,8,7902.36,0.31849,4.53891,0
1196,192,4,8,4523.06,0.363112,4.625,0
1204,192,4,8,5364.62,0.418033,4.6875,0
1208,192,4,8,5756.68,0.420975,4.47641,0
1164,196,4,4,801.484,0.129506,3.625,0
1168,196,8,4,4239.96,0.272321,4.3872,0
1176,196,4,8,20571.5,0.658324,4.5625,0
1180,196,4,8,13032.4,0.455665,4.625,0
1152,200,8,4,4961.87,0.39823,4.66391,0
1160,200,8,4,8527.36,0.532738,4.75,0
1168,200,8,4,1502.65,0.190601,4.41391,0
1272,200,8,4,2960.24,0.254194,4.6875,0
1152,204,8,4,6094.56,0.448773,4.6875,0
1160,204,8,4,4730.81,0.398773,4.625,0
1184,204,4,4,566.965,0.171271,3.32782,0
1188,204,4,4,6243.36,0.409158,3.75,0
1272,204,8,4,2961,0.254568,4.625,0
1164,208,4,4,502.59,0.135714,3.625,0
1168,208,4,4,4301.61,0.311741,3.625,0
1172,208,4,4,3369.81,0.263736,3.75,0
1176,208,4,4,10067.9,0.388614,4,0
1180,208,4,4,2362.19,0.252747,3.07782,0
1184,208,8,4,1545.23,0.289209,3.94143,0
1200,208,4,4,3954.68,0.302053,3.75,0
1204,208,4,4,2570.68,0.296196,3.375,0
1208,208,4,4,475.984,0.137871,3.75,0
1164,212,4,4,3236.71,0.275495,3.875,0
1176,212,8,4,1110.86,0.208075,4.1875,0
1184,212,8,4,4409.99,0.334204,4.51532,0
1200,212,4,4,6478.15,0.353261,3.45282,0
1204,212,4,8,2468.71,0.27541,4.41391,0
1208,212,4,8,741.234,0.231373,4.03064,0
1152,216,4,4,7089.38,0.392338,3.75,0
1176,216,8,4,2967.46,0.36803,4.16391,0
1152,220,4,4,15736.3,0.447454,4,0
1204,220,4,4,1453.86,0.324808,3.20282,0
1208,220,4,4,894.527,0.212355,3.45282,0
1160,224,4,8,7118.42,0.512482,4.47641,0
1164,224,4,8,7610.87,0.499361,4.36673,0
1176,224,8,4,5363.31,0.386139,4.35141,0
1200,224,4,8,1370.67,0.280576,4.17923,0
1204,224,4,8,14027.9,0.593614,4.53891,0
1208,224,8,4,6275.96,0.505455,4.72641,0
1224,224,4,8,3490.51,0.353407,4.32782,0
1228,224,4,4,2314.06,0.248097,3.75,0
1256,224,4,8,2980.14,0.294633,4.34314,0
1260,224,4,8,2485.19,0.228669,4.30423,0
1176,228,8,4,2954.42,0.350954,4.35141,0
1184,228,8,4,1261.64,0.248619,4.28891,0
1192,228,8,4,2001.92,0.343066,4.20282,0
1208,228,8,4,6696.87,0.417683,4.5625,0
1228,228,4,8,49613.4,0.594595,4.72641,0
1160,232,4,8,4090.02,0.47541,4.32782,0
1164,232,4,8,1780.04,0.367769,4.01532,0
1168,232,8,4,838.351,0.237354,3.78064,0
1176,232,8,4,1896.94,0.434234,3.81643,0
1192,232,8,4,4832.81,0.395062,4.6875,0
1200,232,8,4,11904.1,0.589138,4.60141,0
1208,232,8,4,1810.68,0.415449,4.24173,0
1216,232,8,4,6694.67,0.52994,4.8125,0
1224,232,4,8,2099.27,0.263736,4.22641,0
1256,232,4,8,1640.25,0.171786,4.4375,0
1260,232,4,8,2529.34,0.20396,4.53891,0
1168,236,4,4,800.684,0.219424,3.625,0
1172,236,8,4,1469.48,0.28169,4.10141,0
1180,236,4,4,330.402,0.140078,3.57782,0
1192,236,8,4,2279.79,0.361884,4.22641,0
1200,236,4,4,3498.88,0.382799,3.70282,0
1204,236,8,4,10833.8,0.438374,4.53891,0
1212,236,4,4,1572.48,0.30837,3.625,0
1216,236,8,4,5367.86,0.477477,4.66391,0
1228,236,4,4,9502.12,0.369278,3.875,0
1152,240,4,4,9385.96,0.433486,3.57782,0
1156,240,4,8,10001.7,0.425721,4.625,0
1160,240,4,4,180.277,0.0707071,2.82782,0
1168,240,4,4,1736.73,0.273764,3.75,0
1172,240,4,4,2386.15,0.273869,3.625,0
1176,240,4,8,1242.53,0.225473,4.20282,0
1200,240,8,4,12658.5,0.601297,4.66391,0
1224,240,8,4,9026.41,0.52381,4.66391,0
1232,240,4,4,7215.59,0.385848,3.875,0
1236,240,8,4,7809.42,0.427785,4.47641,0
1244,240,4,4,5774.9,0.42029,3.57782,0
1248,240,4,4,6033.81,0.272321,3.57782,0
1252,240,4,4,5083.53,0.247934,3.875,0
1152,244,4,8,818,0.186441,3.97641,0
1160,244,4,8,4599.31,0.457576,4.28891,0
1168,244,4,8,7658.8,0.534972,4.75,0
1172,244,4,8,3686.16,0.452145,4.39032,0
1200,244,8,4,2709.83,0.325949,4.14032,0
1224,244,8,4,3450.37,0.528868,4.4375,0
1156,248,4,8,708.34,0.201365,4.17923,0
1176,248,4,8,1422.12,0.316637,4.22641,0
1184,248,8,4,3936.05,0.484401,4.53891,0
1192,248,8,4,4603.28,0.330472,4.32782,0
1208,248,4,8,6826.68,0.625442,4.75,0
1212,248,4,8,3836.59,0.528868,4.28891,0
1224,248,4,8,3539.67,0.52381,4.20282,0
1228,248,4,8,650.343,0.205036,3.59314,0
1232,248,4,8,1453.36,0.335548,4.28891,0
1236,248,4,8,262.991,0.118531,3.65252,0
1152,252,4,4,1002.73,0.181009,3.32782,0
1160,252,4,4,10387.4,0.44385,3.75,0
1168,252,4,4,4505.43,0.270588,3.32782,0
1172,252,4,4,1365.53,0.255892,3.5,0
1184,252,4,4,764.938,0.170732,3.5,0
1188,252,8,4,859.559,0.175109,4.05423,0
1196,252,4,4,6593.81,0.350835,3.875,0
1248,252,4,4,12329,0.571429,4,0
180,272,8,8,4440,0.6691,4.99173,1
188,272,4,8,19767.9,0.709402,4.72641,1
232,272,4,16,31387.9,0.889744,5.5625,1
168,280,8,8,15404.3,0.701005,5.43336,1
180,280,8,8,11456.2,0.867079,5.40211,1
204,280,4,8,49532.4,0.881313,4.8125,1
224,280,8,8,15818,0.63747,5.35141,1
196,284,8,4,11789.2,0.636641,4.6875,1
136,288,8,8,21352.4,0.787589,5.32626,1
144,288,4,16,8639.81,0.782407,5.27711,1
152,288,4,16,16643.3,0.847856,5.43336,1
160,288,8,8,5233.84,0.756563,5.15977,1
168,288,4,16,11445.7,0.740458,5.40211,1
192,288,8,8,11740.4,0.764706,5.30836,1
200,288,8,8,23680.8,0.681668,5.63266,1
252,288,4,8,4887.32,0.88587,4.45282,1
208,296,8,8,21050.7,0.755306,5.6132,1
228,296,8,8,24862.5,0.823745,5.59375,1
176,300,8,4,4276.73,0.472414,4.6875,1
128,304,8,8,3242.16,0.490798,4.75705,1
136,304,8,8,1851.37,0.442623,4.68533,1
184,304,8,8,1991.53,0.586207,4.62439,1
248,304,8,4,3219.04,0.825503,4.35141,1
192,312,8,8,22693.1,0.772669,5.49586,1
224,312,8,4,30979.2,0.847856,4.75,1
232,312,4,8,10170.7,0.861566,4.51532,1
160,316,16,4,17595.8,0.658291,5.43336,1
208,316,8,4,11713.9,0.504425,4.72641,1
216,316,8,4,23586.7,0.528215,4.875,1
248,316,8,4,8584.7,0.658615,4.35141,1
132,320,8,8,9796.18,0.6804,5.10751,1
152,320,4,8,12554.4,0.6783,4.66391,1
164,320,4,16,43393.5,0.781395,5.65625,1
168,320,4,16,22714,0.698974,5.34571,1
176,320,4,16,14259.8,0.662261,5.37086,1
200,320,8,8,27749.9,0.75,5.47641,1
220,320,4,8,28915.5,0.666667,4.6875,1
144,328,4,8,13912.3,0.711055,4.6875,1
148,328,4,8,2510.36,0.549367,4.625,1
192,328,8,8,24784,0.669125,5.64445,1
216,328,8,4,22709.7,0.733668,4.8125,1
208,332,8,4,25797,0.755237,4.64032,1
228,332,8,4,7984,0.6238,4.26532,1
128,336,4,8,15743.7,0.612472,4.6875,1
132,336,4,8,4918.85,0.600849,4.09314,1
152,336,4,8,14559.6,0.569307,4.45282,1
188,336,4,8,10424.3,0.820331,4.625,1
248,336,4,8,3872.36,0.706897,4.41391,1
252,336,4,8,1413.12,0.675214,4.21814,1
200,340,8,8,12579.2,0.544776,5.11103,1
144,344,4,8,12672.2,0.642576,4.45282,1
156,344,4,8,1169.88,0.30837,4.39032,1
220,344,4,8,5810.38,0.739602,4.36673,1
132,352,8,8,10587.2,0.650273,5.33961,1
188,352,4,8,5799.31,0.707094,4.66391,1
240,352,8,8,9656.5,0.842407,4.64445,1
248,352,8,8,22173.7,0.863768,5.40211,1
152,356,8,4,12059.1,0.614599,4.66391,1
132,360,8,8,3977.03,0.584112,4.99173,1
160,360,8,8,8753.92,0.753593,4.64461,1
236,360,4,8,5524.42,0.588551,4.22641,1
240,360,16,4,7463.75,0.870968,5.06602,1
136,368,8,8,2221.77,0.596639,4.61295,1
156,368,4,8,1893.12,0.453682,4.21814,1
180,368,8,8,4372.39,0.538462,5.16743,1
224,368,8,4,16299.6,0.709402,4.72641,1
232,368,4,8,19537.9,0.666667,4.8125,1
248,368,8,8,14421.1,0.91746,5.625,1
136,376,8,8,1687.5,0.571429,4.77142,1
152,376,8,8,5747.87,0.664384,5.03064,1
220,376,4,8,11392.8,0.444181,4.78891,1
240,376,8,8,7203.7,0.794168,5.04853,1
184,256,8,16,15283.2,0.673671,5.97532,1
208,256,16,8,33481.8,0.922978,6.21844,1
224,256,16,4,6888.22,0.817829,5.10493,1
240,256,4,16,9726.19,0.882583,5.03931,1
224,260,16,8,10014.8,0.917582,5.50776,1
128,264,32,4,31273,0.713722,6.0906,1
160,264,16,8,20726,0.764081,6.04864,1
128,268,32,8,23399.4,0.832609,6.5106,1
224,268,16,4,23639.7,0.859281,5.53891,1
160,272,16,8,18416,0.745726,6.01325,1
180,272,8,16,8239.75,0.867079,5.65602,1
188,272,4,16,14280.2,0.741655,5.21048,1
192,272,4,16,15025.6,0.731523,5.31446,1
196,272,8,16,13936.8,0.797183,6.01118,1
204,272,4,16,42055.8,0.886747,5.51945,1
224,272,8,16,29230.5,0.807829,6.17462,1
232,272,8,16,27028.3,0.911803,6.17157,1
240,272,8,16,6881.1,0.820331,5.21555,1
128,276,32,4,24673.2,0.902494,6.19309,1
128,280,8,8,8931.91,0.678322,5.15821,1
136,280,16,8,31723.1,0.930233,6.44899,1
160,280,16,8,17622.9,0.849727,6.02732,1
136,288,8,16,13559.2,0.787589,5.78881,1
144,288,8,16,8759.11,0.837709,5.82673,1
152,288,8,16,11829.6,0.847856,5.75217,1
160,288,8,16,3370.46,0.756563,5.27021,1
168,288,8,16,14412.2,0.803752,5.96255,1
176,288,8,16,7366.7,0.852495,5.71502,1
184,288,8,8,1156.34,0.555556,4.22968,1
192,288,16,16,20342.9,0.828162,6.44988,1
224,288,4,16,19206.6,0.732852,5.50766,1
228,288,8,16,28704.8,0.94517,5.86101,1
240,288,16,8,2719.44,0.88587,4.94591,1
184,296,8,8,12600.6,0.745509,4.92157,1
208,296,16,8,28108.3,0.813579,6.25559,1
128,304,16,8,2567.58,0.562701,4.9758,1
176,304,16,8,3117.92,0.638554,5.29309,1
192,304,8,16,27011.1,0.821522,6.05935,1
200,304,8,16,28696.9,0.742947,6.14337,1
208,304,16,4,18825.7,0.766484,5.41391,1
224,304,8,8,18925.8,0.821429,5.55836,1
248,304,8,16,6659.6,0.93609,5.45478,1
160,312,16,8,16236.6,0.867044,5.78782,1
176,312,16,8,14721.9,0.898477,5.98427,1
224,312,8,8,33850.5,0.875706,5.65625,1
232,312,8,8,5502.67,0.861566,4.72837,1
208,316,16,4,20472.6,0.616438,5.58195,1
128,320,4,16,3542.16,0.442336,4.87439,1
132,320,8,16,9246.41,0.6804,5.68326,1
152,320,8,8,13106.4,0.6783,5.37086,1
160,320,4,16,2839.89,0.613941,4.84314,1
172,320,4,16,12455.8,0.697586,5.22641,1
176,320,8,16,10041.6,0.662261,5.7381,1
192,320,16,16,20312,0.75,6.50795,1
216,320,8,8,27648.8,0.806311,5.37852,1
224,320,4,16,20876.1,0.808383,5.38266,1
228,320,8,16,29051.2,0.815148,6.11724,1
144,328,8,8,9127.33,0.768831,5.32016,1
208,328,8,8,30780.2,0.79887,5.5507,1
216,328,8,8,24581.5,0.765269,5.63266,1
128,336,8,8,15567.2,0.770171,5.22227,1
144,336,8,8,8552.85,0.66,5.17001,1
152,336,8,8,15774.7,0.773427,5.32016,1
160,336,8,16,8347.28,0.753281,5.30852,1
168,336,8,16,364.965,0.459459,4.03714,1
188,336,4,16,7254.49,0.837709,5.09727,1
236,336,4,16,3105.97,0.635193,4.97993,1
248,336,8,8,2793.95,0.773134,4.76118,1
192,340,16,8,12740.9,0.77937,5.72424,1
144,344,8,8,9409.94,0.642576,5.04657,1
152,344,8,8,7886.48,0.572789,5.18336,1
208,344,16,8,5868.36,0.749129,5.64435,1
128,352,16,8,7749.24,0.650273,5.28246,1
152,352,8,8,12093.3,0.722741,5.47641,1
160,352,8,16,5933.99,0.753593,5.25734,1
188,352,4,16,5846.07,0.77619,5.11517,1
240,352,16,8,16184.2,0.863768,5.60819,1
128,360,16,8,3401.41,0.584112,5.26318,1
152,360,8,8,16826.5,0.796825,5.42157,1
232,360,8,8,4085.19,0.691429,4.45932,1
240,360,16,8,7609.76,0.887202,5.55176,1
136,368,8,16,1968.99,0.609756,4.96537,1
144,368,16,8,2422.55,0.714286,5.09418,1
176,368,16,8,7936.52,0.732283,5.69299,1
196,368,8,16,5544.73,0.816406,5.6131,1
