x,y,Width,Height,Var,ContrastMichelson,Entropy,IsSplit
624,464,4,16,74311.5,0.716795,4.3068,0
628,464,8,16,50239.1,0.731982,5.88001,0
636,464,4,16,9199.69,0.45625,4.71542,0
576,468,16,4,214.855,0.0423317,3.44809,0
592,468,16,4,5264.92,0.207861,4.86452,0
608,468,16,4,7650.85,0.221865,4.85181,0
600,472,8,4,22241.9,0.658683,3.89032,0
608,472,16,4,20898.9,0.621622,4.59354,0
600,476,8,4,4.27246,0.0184502,0.757878,0
608,476,16,4,5.46875,0.0362319,0.944208,0
512,480,4,8,56194.4,0.697342,4.45282,0
576,480,4,16,630.564,0.096248,4.26093,0
584,480,8,8,30858.1,0.70398,5.4943,0
624,480,8,16,3.55835,0.0184502,0.661976,0
632,480,8,16,9665.39,0.579119,4.89189,0
512,488,4,16,4137.96,0.44357,4.49627,0
588,496,4,4,132.734,0.129412,2.90564,0
608,496,32,4,2803.75,0.492126,2.48947,0
588,500,4,8,5471.22,0.526171,4.16391,0
608,500,32,4,15414.3,0.655541,3.39382,0
512,504,4,8,766.5,0.081403,3.73346,0
608,504,8,8,1539.53,0.342529,4.54697,0
616,504,16,8,5885.59,0.618729,2.82155,0
632,504,8,8,3362.31,0.284333,4.86673,0
588,508,4,4,25618,0.562897,4,0
544,384,8,8,792.359,0.0583756,3.83131,0
584,416,16,16,686.029,0.0776081,4.48155,0
608,444,32,4,1140.26,0.106472,4.61696,0
608,448,16,8,146.396,0.0433071,3.38748,0
624,448,16,16,845.584,0.0990099,4.64916,0
576,456,32,4,98.5419,0.037182,3.14763,0
576,460,32,8,617.594,0.0758988,4.36904,0
512,464,8,16,17246.3,0.625287,4.74801,0
520,464,16,16,90.8584,0.0404624,3.10257,0
536,464,8,16,74.1541,0.0283636,2.93111,0
576,472,8,8,732.937,0.0869258,4.05594,0
584,472,16,8,31813.1,0.701043,5.31784,0
516,480,4,32,3712.98,0.312292,5.34657,0
520,480,16,8,203.192,0.064684,3.45431,0
608,480,16,16,2.73438,0.0184502,0.543564,0
520,488,16,16,360.84,0.0981818,4.02835,0
576,496,4,16,1262.45,0.139617,4.46023,0
592,496,16,8,861.043,0.362468,4.39902,0
520,504,16,8,5680.02,0.526214,4.70693,0
592,504,16,8,1283.88,0.335766,4.8195,0
576,384,16,32,1012.34,0.0690088,3.78504,0
592,384,16,32,361.786,0.0653391,3.54275,0
544,392,32,16,174.287,0.0491599,3.53852,0
544,408,32,8,123.327,0.0369473,3.24796,0
576,416,8,32,772.474,0.062694,4.15436,0
608,416,32,16,4472.39,0.182944,5.65985,0
512,448,32,16,258.195,0.0782484,3.84511,0
576,448,32,8,102.657,0.0306122,3.1801,0
536,480,8,32,148.295,0.0466619,3.44179,0
592,480,16,16,727.842,0.516854,1.1991,0
512,384,32,32,263.397,0.0583756,3.88633,0
608,384,32,32,1981.46,0.120755,5.01848,0
512,416,32,32,480.526,0.0746073,4.32142,0
544,416,32,32,824.005,0.0740276,4.37105,0
544,448,32,32,752.772,0.0977654,4.5188,0
544,480,32,32,415.047,0.0955507,4.12176,0
580,480,4,16,6332.05,0.421162,4.89072,1
584,488,8,8,8226.04,0.603834,3.39007,1
580,496,8,8,34931.5,0.704,5.60141,1
580,504,8,8,6183.91,0.29303,5.07056,1
552,384,16,8,5182.31,0.336032,5.11252,1
568,384,8,8,908.392,0.141421,4.05594,1
600,416,8,16,8244.57,0.431438,5.00494,1
584,432,16,16,6377.01,0.587488,5.3468,1
600,432,8,16,65669.7,0.752711,5.63244,1
608,432,32,4,29867,0.70398,5.90232,1
608,436,32,8,12471,0.522727,6.01079,1
608,456,16,16,4963.35,0.237795,4.55231,1
624,464,16,16,48186.8,0.735849,6.21369,1
576,468,32,4,2836.79,0.207861,4.60275,1
600,472,8,8,13767.3,0.658683,2.77439,1
608,472,16,8,13944.3,0.621622,3.3282,1
512,480,4,32,43202.5,0.697342,5.25821,1
576,480,8,16,4000.29,0.421162,4.89929,1
584,480,8,16,40062.6,0.70398,5.22691,1
624,480,16,16,7232.03,0.579119,3.29218,1
580,496,8,16,27757.5,0.719962,6.01474,1
588,496,4,16,16200.7,0.612058,4.97071,1
608,496,32,8,9559.08,0.655541,3.08454,1
608,504,32,8,35106.1,0.706941,5.15223,1
544,384,32,8,3720.58,0.340836,5.10381,1
584,416,16,32,4891.43,0.601134,5.35055,1
600,416,8,32,48421.2,0.764948,5.8707,1
608,432,32,16,26218.7,0.742145,6.41229,1
608,448,16,32,60768,0.739606,4.8604,1
624,448,16,32,33101.7,0.735849,5.88423,1
576,456,32,16,1542.45,0.213213,4.6645,1
512,464,32,16,5416,0.630804,3.90413,1
716,384,4,16,5098.63,0.272362,5.10907,0
720,384,8,16,8091.62,0.33935,5.53868,0
736,384,4,16,16140.8,0.388158,5.15211,0
748,384,4,16,18.335,0.0417827,1.75262,0
656,388,16,8,1945.8,0.164333,4.98216,0
640,392,16,8,511.521,0.0603567,4.05704,0
656,396,16,4,188.304,0.045392,3.56164,0
704,400,8,16,753.525,0.0837139,4.37296,0
720,400,8,16,2483,0.170694,5.18924,0
728,400,8,16,10465.5,0.373976,5.72248,0
744,400,8,16,22.2029,0.0535211,1.94898,0
648,432,8,16,152.349,0.038961,3.44052,0
688,448,4,32,1132.09,0.117455,4.6781,0
700,448,4,32,38279.7,0.629073,4.60924,0
728,448,8,16,21.1088,0.0816901,1.94979,0
652,480,4,32,208.037,0.0705128,3.4807,0
672,480,32,4,41318.1,0.608911,4.64341,0
672,484,32,4,42477.4,0.606965,4.57815,0
696,504,8,8,23.8826,0.0666667,1.98516,0
752,384,16,16,26.8271,0.0666667,2.05688,0
640,400,16,16,188.272,0.0463576,3.39008,0
656,400,16,16,211.778,0.0503694,3.6541,0
672,400,32,16,190.088,0.0545204,3.54667,0
752,400,16,16,22.281,0.0685714,1.99522,0
640,416,16,16,403.726,0.0770279,3.99525,0
656,416,16,16,57.2145,0.0284605,2.78243,0
656,432,16,16,255.3,0.0503694,3.81361,0
640,448,16,32,1262.95,0.148347,4.83184,0
656,448,16,32,931.901,0.103501,4.69498,0
672,448,16,32,516.647,0.106222,4.32518,0
704,464,16,16,19.787,0.0816901,1.93685,0
720,464,16,16,22.0835,0.0685714,2.03915,0
656,480,16,32,331.359,0.0817814,3.96122,0
672,488,32,16,38869.2,0.615572,4.78147,0
672,416,32,32,1134.77,0.164333,4.74375,0
736,416,32,32,21.478,0.0944444,1.96586,0
736,448,32,32,19.1788,0.0685714,1.91072,0
704,480,32,32,18.4256,0.0535211,1.85854,0
736,480,32,32,20.6903,0.0685714,1.96589,0
664,384,8,4,22227.3,0.643392,4.10141,1
740,384,8,8,45795.3,0.641212,4.93119,1
740,392,8,8,38750.2,0.615094,4.26634,1
736,408,8,8,19253.2,0.664399,3.41232,1
640,432,4,16,1977.03,0.139605,4.87852,1
704,448,8,8,10782.2,0.486239,5.23407,1
712,448,4,16,54647.2,0.61435,4.52847,1
716,448,4,16,58076.3,0.627494,4.39493,1
724,448,4,16,27336.4,0.631272,3.6099,1
640,384,16,8,7884.58,0.681514,4.75277,1
656,384,16,4,22440.7,0.689904,5.01986,1
672,384,16,16,2284.91,0.357914,5.14633,1
728,384,8,16,14707.7,0.414634,5.56162,1
740,384,8,16,44274.6,0.641212,5.06376,1
712,400,8,16,3214.23,0.273333,5.30637,1
736,400,8,16,41083.3,0.673888,4.56721,1
704,416,16,16,2240.32,0.180153,5.28093,1
720,416,16,8,30366.6,0.68,5.70932,1
720,424,16,16,48813.8,0.666303,5.67523,1
640,432,8,16,2572.2,0.148009,4.97954,1
704,432,16,16,3157.65,0.193694,5.24916,1
720,440,16,8,71143.6,0.669546,4.73715,1
692,448,8,32,26343.8,0.665497,5.6491,1
704,448,8,16,44927.5,0.643743,5.05242,1
712,448,8,16,56442.4,0.627494,4.88115,1
720,448,8,16,43711.3,0.64574,4.22522,1
640,480,4,32,3686.52,0.300085,5.22262,1
644,480,8,32,563.997,0.108714,4.3467,1
672,504,8,8,4233.11,0.205255,4.69299,1
680,504,16,8,14696,0.657267,3.10694,1
640,384,16,16,4778.93,0.687773,4.7802,1
656,384,16,16,42859.8,0.71926,5.6922,1
672,384,32,16,2051.31,0.357914,5.15252,1
704,384,16,16,9435.75,0.341818,5.31692,1
720,384,16,16,11640.8,0.424184,5.92448,1
736,384,16,16,37993.4,0.641212,5.17759,1
704,400,16,16,3148.12,0.273333,5.37465,1
720,400,16,16,6599.16,0.373976,5.76075,1
736,400,16,16,25956.7,0.673888,3.61884,1
704,416,16,32,2785.6,0.193694,5.45631,1
720,416,16,32,51886.6,0.68,5.87133,1
640,432,16,16,1770.28,0.148009,4.57772,1
688,448,16,32,34340.7,0.665497,5.65055,1
704,448,16,16,51053.2,0.64574,5.29435,1
720,448,16,16,26572.9,0.64574,3.34256,1
640,480,16,32,1831.7,0.300085,4.86973,1
672,480,32,8,42135.1,0.608911,4.7911,1
672,504,32,8,35731.5,0.657267,4.18448,1
640,384,32,32,16705.5,0.71926,5.18324,1
672,384,32,32,1582.57,0.363069,4.77689,1
704,384,32,32,8089.55,0.43609,5.99305,1
736,384,32,32,21520.1,0.673888,3.66651,1
640,416,32,32,1237.64,0.167401,4.54888,1
704,416,32,32,31024.3,0.686108,5.92764,1
640,448,32,32,1105.15,0.148347,4.81479,1
672,448,32,32,20980.9,0.672018,5.32194,1
704,448,32,32,28853.9,0.64574,3.59675,1
640,480,32,32,1271.59,0.300085,4.61963,1
672,480,32,32,41377.4,0.657267,4.89267,1
360,592,4,4,12.5,0.0306748,1.29879,0
372,592,8,4,170.125,0.034405,3.17379,0
360,596,4,8,32495.4,0.715349,3.27752,0
372,596,8,4,2407.55,0.110843,4.21814,0
352,604,4,4,382.484,0.21134,2.6494,0
356,604,4,4,80855.9,0.724395,4,0
360,604,4,4,2493.46,0.123086,3.03064,0
352,608,4,8,74133.6,0.693321,4.51532,0
356,608,4,8,983.507,0.0826446,4.03064,0
348,616,4,4,52106.9,0.615242,3.875,0
352,616,4,8,463.059,0.0667514,3.73034,0
356,616,4,8,446.843,0.0445293,3.71814,0
348,620,4,4,1139.65,0.0986102,3.375,0
368,576,4,16,83.0916,0.231198,1.8289,0
372,576,4,16,26428.6,0.724395,2.66116,0
376,576,8,8,9.27734,0.0306748,1.31589,0
376,584,8,8,124849,0.76779,4.60726,0
352,592,8,4,8.49609,0.046729,1.226,0
364,592,4,16,112622,0.73639,4.66587,0
352,596,8,8,41.8037,0.113043,1.72575,0
372,600,8,8,661.371,0.091226,4.09587,0
336,616,4,8,12.1094,0.046729,1.50088,0
340,616,8,8,19592.9,0.695522,2.54696,0
368,592,4,16,30137.9,0.737855,4.69712,0
380,592,4,16,1550.53,0.148148,4.225,0
336,608,16,8,8825.61,0.710501,1.94101,0
360,608,8,16,846.96,0.0843373,4.59153,0
368,608,8,8,1094.97,0.0912431,4.59924,0
376,608,8,8,1058.03,0.0898131,4.49213,0
368,616,8,8,433.863,0.0671551,3.97207,0
376,616,8,8,403.913,0.075495,3.87414,0
336,624,8,8,1088.16,0.456483,2.10178,0
344,624,8,8,26925.6,0.682879,4.75897,0
368,624,16,8,471.203,0.0644028,4.13892,0
336,632,8,8,48711.2,0.713714,3.5002,0
344,632,8,8,320.719,0.0627353,3.76619,0
368,632,16,8,452.761,0.0506329,4.05393,0
352,576,16,16,9.12437,0.046729,1.31727,0
320,608,16,16,9.78355,0.046729,1.36733,0
320,624,16,16,8.94623,0.046729,1.30132,0
352,624,16,16,420.858,0.073051,4.19505,0
320,576,32,32,9.63097,0.046729,1.35751,0
360,592,4,16,99145.2,0.715349,3.69626,1
372,592,8,8,1859.6,0.110843,4.28685,1
352,604,8,4,75343.2,0.724395,4.1997,1
352,608,4,16,43603.7,0.693321,4.78064,1
356,608,4,16,1343.3,0.0995204,4.61869,1
348,616,4,8,31924.9,0.615242,4.36673,1
368,576,8,16,14049.5,0.740602,2.43002,1
376,576,8,16,93697.3,0.76779,3.51822,1
352,592,8,16,25958.9,0.724395,2.61129,1
360,592,8,16,116617,0.739623,4.57538,1
372,592,8,16,1291.17,0.119857,4.46761,1
352,608,8,16,25312.4,0.698148,5.07538,1
336,616,16,8,68275.8,0.700587,3.61446,1
368,576,16,16,59362.1,0.76779,3.18304,1
352,592,16,16,90140.6,0.740602,3.95758,1
368,592,16,16,9142.8,0.737855,4.74476,1
336,608,16,16,43717.9,0.710501,3.00874,1
352,608,16,16,13960.8,0.698148,5.03028,1
368,608,16,16,852.116,0.0984204,4.63375,1
336,624,16,16,94228.3,0.71627,4.6582,1
368,624,16,16,715.986,0.0665888,4.4592,1
352,576,32,32,113028,0.768657,4.07275,1
320,608,32,32,52942.2,0.726839,3.00109,1
352,608,32,32,4648.91,0.698148,4.98824,1
492,528,4,8,1840.54,0.470085,3.08487,0
496,528,4,4,16.3086,0.0533808,1.37164,0
500,528,8,4,75935.6,0.798499,4.32782,0
508,528,4,4,231.359,0.0311284,3.375,0
492,536,4,8,36286.3,0.735043,4.8125,0
504,536,4,8,50923.9,0.721174,4.66391,0
508,536,4,8,591.715,0.0909091,3.63205,0
400,572,8,4,32779.8,0.735849,4.60141,0
408,572,8,4,34682.2,0.588286,5,0
384,584,4,4,121208,0.819578,3.625,0
388,584,8,4,55416.6,0.782,4.8125,0
384,588,4,4,138.234,0.0269966,2.85846,0
388,588,8,4,4872.63,0.144819,4.625,0
400,592,4,4,15751.6,0.311962,3.45282,0
404,592,4,8,51158.3,0.791188,4.6875,0
408,592,4,8,58956.6,0.750903,4.875,0
400,596,4,4,6628.75,0.164541,3.875,0
404,600,4,8,9163.56,0.225678,3.90564,0
408,600,4,8,39129.1,0.745698,4.875,0
496,512,4,16,99.5898,0.127869,2.08688,0
500,512,4,16,41125.7,0.75885,5.09158,0
488,528,4,16,13877.5,0.685279,3.6501,0
496,532,16,4,70748.1,0.785714,5.29345,0
496,536,8,8,40602.8,0.759912,5.41391,0
432,544,8,16,507.726,0.482993,2.68719,0
440,544,8,16,31952,0.740443,3.97061,0
464,544,16,4,14914.8,0.752834,4.21698,0
464,548,16,4,37700.6,0.819578,5.6875,0
416,552,8,16,5922.73,0.732125,2.61287,0
424,552,8,16,37677.3,0.775047,4.16649,0
400,568,16,4,23840.9,0.701323,4.14931,0
384,576,4,8,185.371,0.181538,2.88467,0
388,576,8,8,38611.1,0.769517,4.44339,0
400,600,4,8,152.047,0.0266075,3.0742,0
384,604,8,4,1982,0.0948478,4.17923,0
392,604,8,4,1638.56,0.121157,4.11673,0
504,240,8,8,7454.88,0.484649,5.45282,0
480,244,16,4,6932.48,0.553398,5.33961,0
464,248,8,8,1433.12,0.366038,3.89868,0
472,248,8,8,3428.79,0.471572,4.80267,0
480,248,16,4,4120.03,0.553544,4.85493,0
504,248,8,8,6712.25,0.353612,5.35907,0
480,252,16,4,10966.4,0.545571,5.29657,0
480,168,16,16,38.7721,0.136247,2.12519,0
496,168,16,16,1360.17,0.46875,3.04128,0
472,192,4,32,2620.71,0.552941,3.58746,0
476,192,4,32,9603.39,0.725441,4.14212,0
480,192,16,4,4516.44,0.460317,4.18599,0
496,192,4,16,5938.14,0.497615,3.66836,0
480,196,16,8,5512.03,0.53566,4.83173,0
480,204,16,4,6679.75,0.584302,3.57132,0
480,208,8,16,58.6875,0.166197,2.47024,0
496,208,16,8,21160.8,0.702128,5.98732,0
496,236,16,4,14947.6,0.678652,5.53891,0
480,160,32,8,18.475,0.0549451,1.81964,0
448,192,8,32,17.2287,0.0535211,1.77929,0
456,192,16,32,33.6322,0.195929,2.11694,0
448,224,16,16,18.9468,0.0666667,1.84879,0
464,224,16,16,93.061,0.314149,2.54127,0
448,240,16,16,52.8673,0.192308,1.97828,0
448,128,32,32,17.2919,0.0666667,1.78784,0
480,128,32,32,18.2535,0.0666667,1.81606,0
448,160,32,32,20.5343,0.0666667,1.90388,0
500,196,8,8,6898.88,0.580247,3.32383,1
500,204,8,4,20296,0.589242,4.78891,1
492,208,4,16,30582.3,0.736451,4.41301,1
496,216,8,8,13774,0.707692,5.31602,1
480,224,16,4,55707.6,0.759912,4.6546,1
488,232,8,8,10802.5,0.395939,5.37852,1
480,240,16,4,8785.81,0.573604,5.17157,1
496,240,4,16,12310.2,0.468382,5.45695,1
500,240,4,16,14579.3,0.471737,5.32782,1
464,244,16,4,8918.65,0.512739,4.6057,1
480,184,16,8,2180.93,0.443609,4.14891,1
496,184,16,8,33927.9,0.717861,6.23122,1
500,192,8,16,22908.3,0.703349,5.11373,1
508,192,4,16,24631,0.632883,5.32782,1
488,208,8,16,17833.2,0.736451,4.18841,1
496,216,16,8,11555.5,0.713362,5.74607,1
480,224,16,8,58701.5,0.766595,5.7442,1
496,224,16,4,3089.16,0.190959,4.81955,1
496,228,16,8,4825.55,0.291631,5.49848,1
480,232,16,8,24345.3,0.713396,5.99969,1
464,240,16,8,10032.6,0.594702,4.39513,1
480,240,16,8,10000.4,0.635884,5.81985,1
496,240,8,16,14100.2,0.485477,5.94485,1
504,240,8,16,7314.46,0.503696,5.8006,1
464,248,16,8,2667.1,0.471572,4.78293,1
480,248,16,8,8217.19,0.605333,5.50516,1
480,168,32,16,723.559,0.46875,2.68591,1
480,184,32,8,29234.2,0.717861,5.72681,1
472,192,8,32,6231.51,0.725441,4.07995,1
480,192,16,16,5642.21,0.584302,4.84078,1
496,192,16,16,23390.1,0.707892,5.51138,1
480,208,16,16,9384.32,0.736451,3.57214,1
496,208,16,16,23443.7,0.713362,6.48328,1
480,224,16,16,42726.1,0.766595,6.40414,1
496,224,16,16,11063.5,0.684675,6.08558,1
464,240,16,16,6424.89,0.594702,5.02071,1
480,240,16,16,9655.17,0.635884,6.05058,1
496,240,16,16,11441.4,0.505783,6.2915,1
480,160,32,32,10579.9,0.717861,3.58496,1
448,192,32,32,1665.81,0.725441,2.76201,1
480,192,32,32,32074.8,0.736451,5.95217,1
448,224,32,32,2237.34,0.616107,3.40618,1
480,224,32,32,28030.5,0.766595,7.02823,1
544,176,4,8,21788.2,0.606096,4.45282,0
548,176,4,8,13503.3,0.433962,4.72641,0
568,184,8,4,4170.73,0.166902,4.47641,0
568,188,8,4,539.335,0.0707513,3.65564,0
584,208,8,4,8041.25,0.301887,4.8125,0
592,208,8,4,7231.93,0.308362,4.66391,0
600,208,8,4,19058.5,0.436116,4.66391,0
584,212,8,4,3193.11,0.181743,4.26532,0
592,212,8,4,5766.12,0.225253,4.5625,0
600,212,8,4,9904.67,0.264916,4.625,0
576,216,8,4,14240,0.412535,4.75,0
576,220,8,4,1725.3,0.118312,4.28064,0
592,220,8,4,938.5,0.0986791,4.14032,0
600,220,8,4,3534.85,0.178396,4.51532,0
608,224,8,4,13052.9,0.518395,4.28891,0
616,224,8,4,2682.27,0.166236,4.53891,0
608,228,4,4,6692.43,0.489614,3.75,0
612,228,8,4,28298.4,0.70844,4.8125,0
620,228,4,4,17960.3,0.603406,3.75,0
576,232,8,4,4886.78,0.283056,4.30423,0
608,232,8,4,4945.36,0.242349,4.5625,0
616,232,8,4,15748.6,0.562897,4.60141,0
624,232,4,4,2561.12,0.30781,3.875,0
576,236,8,4,4112.01,0.310958,4.35141,0
624,236,4,4,2353.36,0.215783,3.75,0
528,160,8,8,18.9209,0.0549451,1.83269,0
536,160,4,32,30046.9,0.665254,4.61984,0
540,160,4,32,38938.9,0.665641,4.85288,0
512,168,16,4,13.7634,0.0417827,1.58388,0
528,168,8,16,232.202,0.209412,3.00026,0
560,168,16,4,35303.6,0.659115,4.9943,0
576,168,32,4,23027.5,0.592014,5.98505,0
608,168,32,4,52957.5,0.704,5.6852,0
512,172,16,8,132.187,0.192308,2.71041,0
560,172,16,4,11857.1,0.384615,5.4257,0
576,172,32,4,29098.7,0.72447,6.28606,0
608,172,32,4,13075.8,0.673219,5.91509,0
552,176,8,8,11794,0.431438,5.58961,0
512,180,16,4,2701.05,0.461988,4.69455,0
512,184,16,4,27248.8,0.633803,5.52711,0
528,184,8,8,16964.5,0.596717,5.5507,0
544,184,16,4,13025.4,0.333832,5.35141,0
560,184,8,8,4229.05,0.190257,5.16391,0
576,184,16,8,4763.74,0.202454,5.55491,0
592,184,16,8,3878.94,0.173385,5.43248,0
512,188,16,4,18690.5,0.681818,5.41391,0
544,188,16,4,5017.14,0.199208,5.22227,0
512,192,8,8,33882.6,0.690811,5.6132,0
520,192,16,8,11518.5,0.559322,5.72442,0
536,192,8,8,2184.19,0.145173,4.71461,0
576,192,16,4,3112.97,0.190259,4.97227,0
600,192,8,8,10762.8,0.305866,5.35141,0
576,196,16,4,5186.55,0.220818,5.27555,0
512,200,8,8,8890.96,0.301394,5.34727,0
520,200,16,8,2555.48,0.200327,5.07971,0
536,200,8,8,2705.91,0.228296,4.87127,0
544,200,16,4,2959.91,0.209228,4.82056,0
560,200,16,4,6686.67,0.471737,4.94712,0
600,200,8,8,7577.14,0.291045,5.23251,0
544,204,16,8,1973,0.207459,5.02921,0
560,204,16,8,2004.57,0.198723,5.04959,0
512,208,16,8,3279.17,0.269231,5.18364,0
528,208,16,8,3837.83,0.241267,5.49037,0
576,208,8,8,8477.03,0.400197,5.22071,0
608,212,16,8,20908.1,0.697927,5.9376,0
624,212,16,8,24692,0.677215,6.29657,0
584,216,8,8,3736.12,0.241908,4.91587,0
592,216,16,4,4471.4,0.253086,5.03321,0
512,224,16,8,4613.9,0.250409,5.52467,0
624,224,16,4,8544.29,0.337152,5.33548,0
624,228,16,4,12145.6,0.473461,5.13876,0
512,232,16,8,12045.7,0.465711,5.93818,0
528,232,16,4,2734.09,0.245123,4.55619,0
544,232,32,4,7998.94,0.466093,5.7947,0
584,232,8,8,6593.87,0.261411,5.06602,0
628,232,8,8,15143,0.461977,5.25196,0
636,232,4,8,7743,0.330604,4.6875,0
528,236,16,8,8140.23,0.377176,5.79853,0
544,236,32,4,5480.2,0.360489,5.63462,0
608,236,16,4,9169.19,0.445399,5.26945,0
512,240,16,4,10131.6,0.452026,5.40211,0
544,240,16,8,5864.46,0.351835,5.58361,0
560,240,16,8,2806,0.260274,5.20183,0
512,244,16,8,3735.14,0.296846,5.29705,0
528,244,16,4,8338.22,0.322732,5.23251,0
544,248,16,8,5165.85,0.269162,5.45421,0
560,248,16,8,5244.36,0.281834,5.58873,0
512,252,16,4,3736.5,0.294466,5.03931,0
512,160,16,8,21.1943,0.0666667,1.9222,0
544,160,16,8,42.6459,0.113456,2.33293,0
560,160,16,8,447.688,0.327273,2.92625,0
576,160,32,8,23825.8,0.736894,4.05928,0
608,160,32,8,3876.48,0.6,3.27149,0
544,168,16,8,18333.4,0.619277,5.18085,0
560,176,16,8,13892.1,0.427678,5.8511,0
576,176,32,8,27891.6,0.6479,6.46788,0
608,176,32,8,30462.6,0.670485,6.74478,0
608,184,32,8,23084.8,0.566054,6.54254,0
544,192,16,8,4526.63,0.255745,5.42132,0
560,192,16,8,5675.33,0.437806,5.33594,0
592,192,8,16,10952.3,0.417618,5.90408,0
608,192,32,4,38528.6,0.589601,6.22434,0
608,196,32,8,39588.4,0.725791,6.65255,0
576,200,16,8,10978.7,0.407718,5.8913,0
608,204,32,4,12133.4,0.369716,5.78782,0
608,208,32,4,21218.7,0.553496,6.06318,0
544,212,32,4,5630.32,0.380059,5.69299,0
512,216,32,8,3035.48,0.265139,5.48888,0
544,216,16,8,3540.72,0.281393,5.36376,0
560,216,16,8,2891.8,0.23818,5.16646,0
608,220,32,4,14864.3,0.653575,5.93435,0
528,224,16,8,3379.09,0.217094,5.39521,0
544,224,32,8,4618.74,0.299639,5.7092,0
576,224,16,8,4049.63,0.262891,5.52356,0
592,224,16,8,9611.16,0.453097,5.87696,0
592,232,16,8,20681.1,0.48135,6.01325,0
576,240,16,8,5435.34,0.380776,5.45148,0
592,240,16,8,9676.22,0.422263,5.92611,0
528,248,16,8,4290.19,0.297114,5.3845,0
576,248,16,8,3333.03,0.183521,5.25264,0
592,248,16,8,1521.87,0.116434,4.90512,0
608,240,16,16,9698.48,0.292261,5.98156,0
624,240,16,16,17414.2,0.506631,6.1724,0
512,128,32,32,21.7865,0.0794521,1.9433,0
544,128,32,32,44.4218,0.21393,2.05891,0
576,128,32,32,25.3574,0.0794521,2.05818,0
608,128,32,32,20.0052,0.0677507,1.881,0
544,176,8,8,19910.9,0.637931,5.35141,1
568,184,8,8,2442.92,0.166902,4.69299,1
584,208,8,8,6636.19,0.316081,5.34727,1
688,252,16,4,3156.62,0.259809,4.89228,0
640,160,16,8,111.928,0.130221,2.69207,0
656,160,16,8,204.324,0.271186,2.4583,0
656,176,8,16,10978.4,0.573604,5.19828,0
664,176,8,16,11162.5,0.588517,5.22716,0
688,176,16,16,151.774,0.283447,2.43207,0
640,192,16,8,1063.82,0.3367,4.56585,0
672,192,16,4,801.578,0.295597,4.14838,0
688,192,8,16,1667.29,0.437882,4.41493,0
696,192,8,16,73.2341,0.180905,2.54237,0
640,200,16,8,15108,0.594509,5.97248,0
680,208,8,16,4374.93,0.4944,5.30944,0
656,224,16,4,4083,0.624138,4.98407,0
704,224,16,16,4080.3,0.490323,5.28602,0
720,224,16,16,368.407,0.297778,2.78234,0
656,228,16,8,14820,0.608696,5.94309,0
640,232,16,8,8627.44,0.436242,5.76139,0
656,236,16,4,3968.54,0.334228,5.21461,0
656,240,16,4,4587.17,0.313107,5.00352,0
672,240,16,16,6193.5,0.453032,5.92864,0
728,240,8,16,326.243,0.373077,2.69848,0
656,244,16,8,3329.64,0.284952,5.4529,0
640,248,16,8,5798.25,0.228286,5.44473,0
656,252,16,4,7522.26,0.328386,5.16743,0
672,160,32,16,22.8852,0.0794521,1.98087,0
688,208,16,16,663.827,0.3625,4.17818,0
640,128,32,32,21.2402,0.0677507,1.9205,0
672,128,32,32,20.1936,0.0677507,1.89027,0
704,192,32,32,27.4602,0.128342,2.10814,0
736,192,32,32,21.3279,0.0794521,1.9299,0
736,224,32,32,19.3675,0.0794521,1.86139,0
640,172,16,4,7125.56,0.559524,5.15821,1
640,176,8,8,11665.2,0.494407,5.31602,1
648,176,8,8,4806.86,0.424288,4.84506,1
640,184,8,8,5465.62,0.429752,5.07626,1
656,200,8,8,3633.13,0.432584,4.93119,1
664,200,8,8,9324.43,0.576975,5.21048,1
672,204,8,4,9729.25,0.527886,4.21502,1
640,208,8,8,36328.2,0.700587,5.6757,1
648,208,8,8,32267.1,0.8274,5.64445,1
656,208,16,4,6843.77,0.571816,5.15211,1
672,208,4,16,4159.63,0.45937,5.08961,1
640,216,8,8,16172.5,0.614799,5.43336,1
648,216,8,8,39015,0.763301,5.29501,1
656,216,16,4,25246.7,0.740319,5.60141,1
640,224,16,4,21449.3,0.586833,5.41391,1
640,168,16,8,5366.07,0.559524,4.7013,1
656,168,16,8,5111.98,0.540356,4.25855,1
640,176,16,16,8375.65,0.553488,5.99752,1
672,176,16,16,7191.64,0.68997,4.10094,1
656,192,16,16,9901.23,0.66383,5.96212,1
672,196,16,8,2571.03,0.474178,4.78913,1
672,204,16,4,7961.81,0.566489,5.02298,1
640,208,16,16,40560.6,0.831401,6.77454,1
656,208,16,8,8574.87,0.712707,5.73397,1
672,208,8,16,3585.83,0.45937,5.36486,1
656,216,16,8,18351,0.740319,5.93563,1
640,224,16,8,17093.1,0.592841,6.0281,1
672,224,32,8,4757.02,0.632258,5.58673,1
672,232,32,8,3343.17,0.499182,5.50264,1
640,240,16,8,4710.01,0.295803,5.31454,1
688,240,16,16,7862.04,0.637516,5.94111,1
704,240,8,16,7560,0.511409,5.79243,1
712,240,16,16,17002.6,0.642523,6.39494,1
640,160,16,16,3238.77,0.559524,3.96941,1
656,160,16,16,2950.88,0.540356,3.61981,1
656,176,16,16,11086.5,0.596154,5.46769,1
672,176,32,16,4017.07,0.68997,3.45763,1
640,192,16,16,12947.7,0.594509,5.84934,1
